lulesh2.0_5_18_ -fomit-frame-pointer -floop-block -floop-strip-mine -funroll-loops -flto,-1.99
lulesh2.0_3_30_ -floop-block -funroll-loops -flto,-1.995
lulesh2.0_3_29_ -floop-block -floop-strip-mine -flto,-2.0
lulesh2.0_5_20_ -floop-block -floop-interchange -floop-strip-mine -funroll-loops -flto,-2.0025
lulesh2.0_5_17_ -fomit-frame-pointer -floop-block -floop-interchange -funroll-loops -flto,-2.01
lulesh2.0_5_19_ -fomit-frame-pointer -floop-interchange -floop-strip-mine -funroll-loops -flto,-2.0175
lulesh2.0_2_17_ -floop-interchange -flto,-2.02
lulesh2.0_2_19_ -floop-strip-mine -flto,-2.02
lulesh2.0_6_6_ -fomit-frame-pointer -floop-block -floop-interchange -floop-strip-mine -funroll-loops -flto,-2.0325
lulesh2.0_4_32_ -floop-block -floop-interchange -funroll-loops -flto,-2.035
lulesh2.0_3_23_ -fomit-frame-pointer -floop-strip-mine -flto,-2.045
lulesh2.0_2_5_ -unroll -ipo,-2.045
lulesh2.0_3_27_ -floop-block -floop-interchange -flto,-2.0625
lulesh2.0_3_33_ -floop-interchange -funroll-loops -flto,-2.0625
lulesh2.0_2_14_ -floop-block -flto,-2.065
lulesh2.0_5_16_ -fomit-frame-pointer -floop-block -floop-interchange -floop-strip-mine -flto,-2.0675
lulesh2.0_3_34_ -floop-strip-mine -funroll-loops -flto,-2.0675
lulesh2.0_4_34_ -floop-interchange -floop-strip-mine -funroll-loops -flto,-2.0675
lulesh2.0_4_29_ -fomit-frame-pointer -floop-strip-mine -funroll-loops -flto,-2.075
lulesh2.0_2_0_ -march=native -fomit-frame-pointer,-2.075
lulesh2.0_4_27_ -fomit-frame-pointer -floop-interchange -floop-strip-mine -flto,-2.085
lulesh2.0_3_21_ -fomit-frame-pointer -floop-interchange -flto,-2.09
lulesh2.0_3_24_ -fomit-frame-pointer -funroll-loops -flto,-2.0925
lulesh2.0_4_25_ -fomit-frame-pointer -floop-block -funroll-loops -flto,-2.105
lulesh2.0_4_24_ -fomit-frame-pointer -floop-block -floop-strip-mine -flto,-2.11
lulesh2.0_4_31_ -floop-block -floop-interchange -floop-strip-mine -flto,-2.1225
lulesh2.0_3_32_ -floop-interchange -floop-strip-mine -flto,-2.145
lulesh2.0_3_18_ -fomit-frame-pointer -floop-block -flto,-2.145
lulesh2.0_4_22_ -fomit-frame-pointer -floop-block -floop-interchange -flto,-2.1675
lulesh2.0_4_33_ -floop-block -floop-strip-mine -funroll-loops -flto,-2.1825
lulesh2.0_2_10_ -fomit-frame-pointer -flto,-2.1825
